iteration,EPT,EPI
82200,4.026E-11,0.000E+00
82300,4.407E-11,0.000E+00
82400,4.093E-11,0.000E+00
82500,4.255E-11,0.000E+00
82600,4.089E-11,0.000E+00
82700,4.440E-11,0.000E+00
82800,4.322E-11,0.000E+00
82900,4.173E-11,0.000E+00
83000,4.320E-11,0.000E+00
83100,4.133E-11,0.000E+00
83200,4.428E-11,0.000E+00
83300,4.021E-11,0.000E+00
83400,4.284E-11,0.000E+00
83500,4.223E-11,0.000E+00
83600,4.350E-11,0.000E+00
83700,4.429E-11,0.000E+00
83800,4.122E-11,0.000E+00
83900,4.503E-11,0.000E+00
84000,3.901E-11,0.000E+00
84100,4.416E-11,0.000E+00
84200,4.220E-11,0.000E+00
84300,4.385E-11,0.000E+00
84400,4.449E-11,0.000E+00
84500,4.100E-11,0.000E+00
84600,4.593E-11,0.000E+00
84700,4.060E-11,0.000E+00
84800,4.426E-11,0.000E+00
84900,4.326E-11,0.000E+00
85000,4.409E-11,0.000E+00
85100,4.309E-11,0.000E+00
85200,4.052E-11,0.000E+00
85300,4.454E-11,0.000E+00
85400,4.073E-11,0.000E+00
85500,4.216E-11,0.000E+00
85600,4.198E-11,0.000E+00
85700,4.479E-11,0.000E+00
85800,4.096E-11,0.000E+00
85900,3.986E-11,0.000E+00
86000,4.456E-11,0.000E+00
86100,4.125E-11,0.000E+00
86200,4.179E-11,0.000E+00
86300,4.107E-11,0.000E+00
86400,4.264E-11,0.000E+00
86500,4.153E-11,0.000E+00
86600,4.161E-11,0.000E+00
86700,4.460E-11,0.000E+00
86800,4.177E-11,0.000E+00
86900,4.356E-11,0.000E+00
87000,4.009E-11,0.000E+00
87100,4.512E-11,0.000E+00
87200,4.270E-11,0.000E+00
87300,4.259E-11,0.000E+00
87400,4.352E-11,0.000E+00
87500,4.178E-11,0.000E+00
87600,4.185E-11,0.000E+00
87700,3.984E-11,0.000E+00
87800,4.388E-11,0.000E+00
87900,4.163E-11,0.000E+00
88000,4.338E-11,0.000E+00
88100,4.296E-11,0.000E+00
88200,4.138E-11,0.000E+00
88300,4.627E-11,0.000E+00
88400,4.030E-11,0.000E+00
88500,4.340E-11,0.000E+00
88600,4.183E-11,0.000E+00
88700,4.405E-11,0.000E+00
88800,4.308E-11,0.000E+00
88900,4.065E-11,0.000E+00
89000,4.544E-11,0.000E+00
89100,4.118E-11,0.000E+00
89200,4.314E-11,0.000E+00
89300,4.231E-11,0.000E+00
89400,4.457E-11,0.000E+00
89500,4.091E-11,0.000E+00
89600,3.911E-11,0.000E+00
89700,4.183E-11,0.000E+00
89800,4.171E-11,0.000E+00
89900,4.235E-11,0.000E+00
90000,4.248E-11,0.000E+00
90100,4.534E-11,0.000E+00
90200,4.020E-11,0.000E+00
90300,4.172E-11,0.000E+00
90400,4.457E-11,0.000E+00
90500,4.118E-11,0.000E+00
90600,4.371E-11,0.000E+00
90700,4.063E-11,0.000E+00
90800,4.310E-11,0.000E+00
90900,4.199E-11,0.000E+00
91000,4.225E-11,0.000E+00
91100,4.449E-11,0.000E+00
91200,4.159E-11,0.000E+00
91300,4.069E-11,0.000E+00
91400,3.988E-11,0.000E+00
91500,4.512E-11,0.000E+00
91600,4.292E-11,0.000E+00
91700,4.308E-11,0.000E+00
91800,4.556E-11,0.000E+00
91900,4.130E-11,0.000E+00
92000,4.475E-11,0.000E+00
92100,3.900E-11,0.000E+00
92200,4.431E-11,0.000E+00
92300,4.260E-11,0.000E+00
92400,4.377E-11,0.000E+00
92500,4.405E-11,0.000E+00
92600,4.121E-11,0.000E+00
92700,4.362E-11,0.000E+00
92800,4.075E-11,0.000E+00
92900,4.258E-11,0.000E+00
93000,4.201E-11,0.000E+00
93100,4.443E-11,0.000E+00
93200,4.297E-11,0.000E+00
93300,4.025E-11,0.000E+00
93400,4.312E-11,0.000E+00
93500,4.106E-11,0.000E+00
93600,4.249E-11,0.000E+00
93700,4.166E-11,0.000E+00
93800,4.455E-11,0.000E+00
93900,4.055E-11,0.000E+00
94000,3.928E-11,0.000E+00
94100,4.227E-11,0.000E+00
94200,4.147E-11,0.000E+00
94300,4.302E-11,0.000E+00
94400,4.127E-11,0.000E+00
94500,4.293E-11,0.000E+00
94600,4.213E-11,0.000E+00
94700,4.199E-11,0.000E+00
94800,4.306E-11,0.000E+00
94900,4.063E-11,0.000E+00
95000,4.310E-11,0.000E+00
95100,4.049E-11,0.000E+00
95200,4.324E-11,0.000E+00
95300,4.258E-11,0.000E+00
95400,4.266E-11,0.000E+00
95500,4.339E-11,0.000E+00
95600,4.175E-11,0.000E+00
95700,4.103E-11,0.000E+00
95800,3.892E-11,0.000E+00
95900,4.434E-11,0.000E+00
96000,4.200E-11,0.000E+00
96100,4.304E-11,0.000E+00
96200,4.239E-11,0.000E+00
96300,4.159E-11,0.000E+00
96400,4.215E-11,0.000E+00
96500,3.984E-11,0.000E+00
96600,4.393E-11,0.000E+00
96700,4.273E-11,0.000E+00
96800,4.415E-11,0.000E+00
96900,4.286E-11,0.000E+00
97000,4.089E-11,0.000E+00
97100,4.410E-11,0.000E+00
97200,4.102E-11,0.000E+00
97300,4.287E-11,0.000E+00
97400,4.218E-11,0.000E+00
97500,4.491E-11,0.000E+00
97600,4.055E-11,0.000E+00
97700,3.937E-11,0.000E+00
97800,4.290E-11,0.000E+00
97900,4.153E-11,0.000E+00
98000,4.234E-11,0.000E+00
98100,4.152E-11,0.000E+00
98200,4.601E-11,0.000E+00
98300,4.000E-11,0.000E+00
98400,4.084E-11,0.000E+00
98500,4.335E-11,0.000E+00
98600,4.173E-11,0.000E+00
98700,4.091E-11,0.000E+00
98800,4.072E-11,0.000E+00
98900,4.513E-11,0.000E+00
99000,4.239E-11,0.000E+00
99100,4.282E-11,0.000E+00
99200,4.423E-11,0.000E+00
99300,4.173E-11,0.000E+00
99400,4.136E-11,0.000E+00
99500,3.862E-11,0.000E+00
99600,4.500E-11,0.000E+00
99700,4.310E-11,0.000E+00
99800,4.298E-11,0.000E+00
99900,4.540E-11,0.000E+00
100000,4.126E-11,0.000E+00
